subjectsID,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Group,,,,LowFat,LowFat,LowFat,LowFat,HighFatAdLibitum,HighFatAdLibitum,HighFatAdLibitum,HighFatAdLibitum,Early_TRF,Early_TRF,Early_TRF,Early_TRF,Late_TRF,Late_TRF,Late_TRF,Late_TRF
Date_Time_1,Expriments Times,DarkLight,EatRestrict,,,,,,,,,,,,,,,,
2022-03-20 12:00:01,2022-03-20 04:00:01,dark,Eat,8.147948,5.223425,5.283348,8.93656,5.363911,5.738115,12.07729,1.195883,,,,,,,,
2022-03-20 12:00:01,2022-03-20 04:00:01,dark,Restrict,,,,,,,,,5.491499,3.476207,11.53523,4.402816,8.443898,1.110488,2.17133,0.5183662
2022-03-20 13:00:01,2022-03-20 05:00:01,dark,Eat,4.626512,7.577495,4.267175999999999,6.39343,2.6070530000000005,4.148460000000001,7.73165,5.482391,,,,,,,,
2022-03-20 13:00:01,2022-03-20 05:00:01,dark,Restrict,,,,,,,,,4.729240999999999,4.449324000000001,14.7494,3.2025200000000007,8.766952,4.236265,6.932826,10.918363800000002
2022-03-20 14:00:01,2022-03-20 06:00:01,dark,Eat,14.302840000000002,2.5892300000000006,3.8688160000000007,3.3020200000000006,1.9397649999999995,3.135444999999999,3.3728799999999985,0.5348689999999996,,,,,,,,
2022-03-20 14:00:01,2022-03-20 06:00:01,dark,Restrict,,,,,,,,,8.68667,6.632708999999999,2.930530000000001,4.006244,7.581389999999999,0.6459570000000001,0.9902639999999998,3.137549999999999
2022-03-20 15:00:01,2022-03-20 07:00:01,dark,Eat,4.774369999999998,2.4632099999999983,1.91475,1.84121,1.9704010000000007,2.375860000000001,1.7836300000000025,2.1999400000000007,,,,,,,,
2022-03-20 15:00:01,2022-03-20 07:00:01,dark,Restrict,,,,,,,,,1.4775500000000008,3.263070000000001,7.807079999999996,2.75905,2.76934,6.82412,2.040840000000001,2.6995400000000007
2022-03-20 16:00:01,2022-03-20 08:00:01,light,Eat,2.3494400000000013,5.427570000000003,3.02638,2.3168499999999987,1.6825099999999988,4.086780000000001,2.509080000000001,2.450386999999999,4.84385,1.6786700000000003,7.703800000000001,4.037349999999998,,,,
2022-03-20 16:00:01,2022-03-20 08:00:01,light,Restrict,,,,,,,,,,,,,4.057880000000001,10.973390000000002,4.570769999999998,8.137909999999998
2022-03-20 17:00:01,2022-03-20 09:00:01,light,Eat,16.6216,3.902469999999997,8.369230000000002,3.0887,4.838560000000001,4.317509999999999,6.41245,4.98574,3.626170000000002,3.59253,7.275310000000005,5.63767,,,,
2022-03-20 17:00:01,2022-03-20 09:00:01,light,Restrict,,,,,,,,,,,,,1.1456800000000025,7.769359999999999,4.781220000000001,1.7503799999999998
2022-03-20 18:00:01,2022-03-20 10:00:01,light,Eat,12.166240000000002,10.773760000000005,4.530629999999999,4.442910000000001,4.64123,9.67659,8.95823,6.13091,5.818439999999999,12.69828,5.170319999999997,3.268080000000001,,,,
2022-03-20 18:00:01,2022-03-20 10:00:01,light,Restrict,,,,,,,,,,,,,15.339079999999996,8.374779999999998,9.84589,5.073509999999999
2022-03-20 19:00:01,2022-03-20 11:00:01,light,Eat,5.236620000000002,5.194240000000001,6.03632,2.3993499999999983,2.9159499999999987,6.019460000000002,4.370489999999997,6.400130000000001,7.527000000000001,3.756070000000001,8.749760000000002,5.894190000000002,,,,
2022-03-20 19:00:01,2022-03-20 11:00:01,light,Restrict,,,,,,,,,,,,,10.28367,4.22072,0.5393800000000013,10.836650000000006
2022-03-20 20:00:01,2022-03-20 12:00:01,light,Eat,2.6344799999999964,5.236699999999999,5.098849999999999,7.848019999999998,4.72721,1.5428099999999958,6.344529999999999,5.069799999999997,4.330480000000001,5.238729999999997,3.956159999999997,5.890430000000002,,,,
2022-03-20 20:00:01,2022-03-20 12:00:01,light,Restrict,,,,,,,,,,,,,2.333820000000003,4.387689999999999,5.081429999999997,1.314249999999994
2022-03-20 21:00:01,2022-03-20 13:00:01,light,Eat,1.9722699999999944,2.685600000000001,3.451480000000004,3.438660000000006,2.530809999999999,4.726770000000002,2.1499900000000025,12.87952,6.99568,3.137500000000003,3.7212300000000056,8.206779999999995,,,,
2022-03-20 21:00:01,2022-03-20 13:00:01,light,Restrict,,,,,,,,,,,,,9.266009999999994,0.910260000000001,1.7734799999999993,1.235120000000002
2022-03-20 22:00:01,2022-03-20 14:00:01,light,Eat,7.248190000000008,1.6865899999999954,5.496879999999997,5.115219999999994,8.336829999999999,1.75985,2.5845899999999986,2.4349500000000006,13.775649999999992,11.638469999999998,15.21204999999999,3.6522700000000015,,,,
2022-03-20 22:00:01,2022-03-20 14:00:01,light,Restrict,,,,,,,,,,,,,5.861080000000001,3.258749999999999,0.7408900000000003,3.064950000000003
2022-03-20 23:00:01,2022-03-20 15:00:01,light,Eat,0.5656400000000019,3.0130300000000005,1.8926900000000015,3.1374100000000027,6.733070000000005,8.985869999999998,7.184010000000001,8.3981,2.742130000000003,0.9125500000000032,2.699670000000012,1.7769600000000023,,,,
2022-03-20 23:00:01,2022-03-20 15:00:01,light,Restrict,,,,,,,,,,,,,2.553640000000001,8.421310000000005,10.011430000000004,6.855919999999998
2022-03-21 00:00:01,2022-03-20 16:00:01,dark,Eat,5.916329999999988,5.177950000000003,2.6070999999999955,4.6595200000000006,12.381099999999996,3.1748899999999978,12.955970000000008,1.3445500000000052,,,,,8.61072,4.561609999999995,5.975849999999994,2.701129999999999
