subjectsID,,,,9,10,11,12
Group,,,,Early_TRF,Early_TRF,Early_TRF,Early_TRF
Date_Time_1,Expriments Times,DarkLight,EatRestrict,,,,
2022-03-20 12:00:01,2022-03-20 04:00:01,dark,Restrict,5.491499,3.476207,11.53523,4.402816
2022-03-20 13:00:01,2022-03-20 05:00:01,dark,Restrict,4.729240999999999,4.449324000000001,14.7494,3.2025200000000007
2022-03-20 14:00:01,2022-03-20 06:00:01,dark,Restrict,8.68667,6.632708999999999,2.930530000000001,4.006244
2022-03-20 15:00:01,2022-03-20 07:00:01,dark,Restrict,1.4775500000000008,3.263070000000001,7.807079999999996,2.75905
2022-03-20 16:00:01,2022-03-20 08:00:01,light,Eat,4.84385,1.6786700000000003,7.703800000000001,4.037349999999998
2022-03-20 17:00:01,2022-03-20 09:00:01,light,Eat,3.626170000000002,3.59253,7.275310000000005,5.63767
2022-03-20 18:00:01,2022-03-20 10:00:01,light,Eat,5.818439999999999,12.69828,5.170319999999997,3.268080000000001
2022-03-20 19:00:01,2022-03-20 11:00:01,light,Eat,7.527000000000001,3.756070000000001,8.749760000000002,5.894190000000002
2022-03-20 20:00:01,2022-03-20 12:00:01,light,Eat,4.330480000000001,5.238729999999997,3.956159999999997,5.890430000000002
2022-03-20 21:00:01,2022-03-20 13:00:01,light,Eat,6.99568,3.137500000000003,3.7212300000000056,8.206779999999995
2022-03-20 22:00:01,2022-03-20 14:00:01,light,Eat,13.775649999999992,11.638469999999998,15.21204999999999,3.6522700000000015
2022-03-20 23:00:01,2022-03-20 15:00:01,light,Eat,2.742130000000003,0.9125500000000032,2.699670000000012,1.7769600000000023
2022-03-21 00:00:01,2022-03-20 16:00:01,dark,Restrict,3.884299999999996,8.06548,10.31425999999999,4.673580000000001
2022-03-21 01:00:01,2022-03-20 17:00:01,dark,Restrict,16.171450000000007,20.91046,5.597300000000004,11.017189999999992
2022-03-21 02:00:01,2022-03-20 18:00:01,dark,Restrict,4.744330000000005,4.056509999999989,0.6012999999999948,6.1825800000000015
2022-03-21 03:00:01,2022-03-20 19:00:01,dark,Restrict,1.7466099999999898,0.3510000000000133,4.410899999999998,13.045209999999996
2022-03-21 04:00:01,2022-03-20 20:00:01,dark,Restrict,6.157250000000005,12.019639999999995,2.1880000000000024,4.71763
2022-03-21 05:00:01,2022-03-20 21:00:01,dark,Restrict,7.670900000000003,6.0578,5.453299999999999,3.288390000000007
2022-03-21 06:00:01,2022-03-20 22:00:01,dark,Restrict,0.84729999999999,12.518199999999991,7.725500000000011,11.487160000000005
2022-03-21 07:00:01,2022-03-20 23:00:01,dark,Restrict,1.8185,1.1735000000000042,0.8025999999999982,1.68419999999999
2022-03-21 08:00:01,2022-03-21 00:00:01,dark,Restrict,0.0151000000000038,5.645299999999992,1.0063000000000102,2.080400000000012
2022-03-21 09:00:01,2022-03-21 01:00:01,dark,Restrict,0.0032999999999958,5.483400000000017,0.6267999999999745,0.9699999999999988
2022-03-21 10:00:01,2022-03-21 02:00:01,dark,Restrict,1.573900000000009,1.8425000000000007,8.17610000000002,2.2950000000000017
2022-03-21 11:00:01,2022-03-21 03:00:01,dark,Restrict,0.9391999999999996,5.067799999999977,2.516599999999982,2.0886
2022-03-21 12:00:01,2022-03-21 04:00:01,dark,Restrict,1.1144000000000034,3.3462000000000103,1.1052999999999995,2.931299999999993
2022-03-21 13:00:01,2022-03-21 05:00:01,dark,Restrict,1.0004999999999882,1.221400000000017,2.474400000000003,0.832800000000006
2022-03-21 14:00:01,2022-03-21 06:00:01,dark,Restrict,0.3606000000000051,1.2290999999999883,4.632400000000018,0.6418999999999926
2022-03-21 15:00:01,2022-03-21 07:00:01,dark,Restrict,1.289200000000008,3.7089,0.483099999999979,3.6008000000000067
2022-03-21 16:00:01,2022-03-21 08:00:01,light,Eat,9.250100000000003,7.009899999999988,8.132000000000005,4.376899999999992
2022-03-21 17:00:01,2022-03-21 09:00:01,light,Eat,1.6353999999999758,3.819200000000024,14.862700000000018,6.772899999999993
2022-03-21 18:00:01,2022-03-21 10:00:01,light,Eat,3.813800000000015,6.4950999999999794,5.1544999999999845,6.455500000000001
2022-03-21 19:00:01,2022-03-21 11:00:01,light,Eat,5.306299999999993,11.758399999999996,8.949700000000007,5.904899999999998
2022-03-21 20:00:01,2022-03-21 12:00:01,light,Eat,8.859100000000012,1.3315000000000057,12.798299999999983,16.348400000000026
2022-03-21 21:00:01,2022-03-21 13:00:01,light,Eat,7.686700000000002,7.167699999999996,5.737800000000021,20.190099999999973
2022-03-21 22:00:01,2022-03-21 14:00:01,light,Eat,3.5642,3.9835000000000207,1.6030999999999835,15.966000000000008
2022-03-21 23:00:01,2022-03-21 15:00:01,light,Eat,11.522099999999996,5.530099999999976,12.944999999999991,4.790500000000009
2022-03-22 00:00:01,2022-03-21 16:00:01,dark,Restrict,6.611999999999995,5.630300000000005,7.429600000000022,11.277299999999997
2022-03-22 01:00:01,2022-03-21 17:00:01,dark,Restrict,2.60329999999999,18.50130000000001,3.7720999999999942,6.82820000000001
2022-03-22 02:00:01,2022-03-21 18:00:01,dark,Restrict,4.158900000000017,7.242799999999988,10.830700000000007,6.134399999999999
2022-03-22 03:00:01,2022-03-21 19:00:01,dark,Restrict,11.367199999999997,1.433300000000003,1.165199999999999,3.7435999999999865
2022-03-22 04:00:01,2022-03-21 20:00:01,dark,Restrict,1.927899999999994,12.513300000000015,4.352000000000004,12.186399999999992
2022-03-22 05:00:01,2022-03-21 21:00:01,dark,Restrict,11.645299999999992,6.717399999999998,3.103699999999975,6.941800000000001
