Date_Time_1,subjectsID,Group,Expriments Times,DarkLight,EatRestrict,AllMeters (m),FoodUpa (gram),Pedmeters (m),WaterUpa (gram),BodyMass (gram),bodytemp,envirolightlux,envirooccupancy,envirorh,envirosound,envirotemp,Kcal_hr (kcal/hr),RER,si13c,Co2 ml/min,Vo2 ml/min,zbreak,Locomotion (brakes)
2022-03-20 11:28:25,15,Late_TRF,2022-03-20 03:28:25,light,Restrict,2.488999999999999,0.0,1.8684200000000004,9.75539999999997e-05,33.64738,-1.0,,,,,,0.7060581,0.7908559,-1.0,1.93467,2.443007,0.0,390.0
2022-03-20 11:28:25,16,Late_TRF,2022-03-20 03:28:25,light,Restrict,0.0071749999999983,0.0,0.0071750000000001,0.0,33.22707,-1.0,,,,,,0.7071545,0.8045278,-1.0,1.966275,2.438774,0.0,0.0
2022-03-20 11:33:25,13,Late_TRF,2022-03-20 03:33:25,light,Restrict,1.701430000000002,0.0012495829999999,1.1604799999999995,0.0,28.2926,-1.0,,,,,,0.5925641,0.9131467,-1.0,1.806451,1.999019,0.0,428.0
2022-03-20 11:33:25,14,Late_TRF,2022-03-20 03:33:25,light,Restrict,0.0,0.0,0.0,0.0,34.438,-1.0,,,,,,0.6575659,0.8723285,-1.0,1.930273,2.239165,0.0,0.0
2022-03-20 11:33:25,15,Late_TRF,2022-03-20 03:33:25,light,Restrict,1.399280000000001,0.053237002,0.7575299999999991,0.010537115,33.64738,-1.0,,,,,,0.6388829,0.9273677,-1.0,1.954499,2.153355,0.0,200.0
2022-03-20 11:33:25,16,Late_TRF,2022-03-20 03:33:25,light,Restrict,0.0103249999999999,0.0,0.0103249999999999,0.0,33.21891,-1.0,,,,,,0.5791022,0.9359121,-1.0,1.760552,1.954969,0.0,0.0
2022-03-20 11:38:25,13,Late_TRF,2022-03-20 03:38:25,light,Restrict,3.5081500000000005,0.016937277,2.9787699999999973,0.0,28.29718,-1.0,,,,,,0.7382535,0.8324047,-1.0,2.101859,2.532243,0.0,371.0
2022-03-20 11:38:25,14,Late_TRF,2022-03-20 03:38:25,light,Restrict,0.0,0.0,0.0,0.0,34.16753,-1.0,,,,,,0.6882627,0.7879055,-1.0,1.878369,2.383549,0.0,0.0
2022-03-20 11:38:25,15,Late_TRF,2022-03-20 03:38:25,light,Restrict,0.2640899999999995,0.01103302,0.0298000000000016,0.0021581999999999,33.64738,-1.0,,,,,,0.6917889,0.8292274,-1.0,1.965051,2.374135,0.0,39.0
2022-03-20 11:38:25,16,Late_TRF,2022-03-20 03:38:25,light,Restrict,0.0,0.0,0.0,0.0,33.21075,-1.0,,,,,,0.5998937,0.8439483,-1.0,1.720853,2.054038,0.0,0.0
2022-03-20 11:43:25,13,Late_TRF,2022-03-20 03:43:25,light,Restrict,1.9739799999999972,0.00168003,1.398060000000001,0.0,28.30176,-1.0,,,,,,0.8174627,0.7775357,-1.0,2.206015,2.837992,0.0,430.0
