subjectsID,,,,1,2,3,4,5,6,7,8
Group,,,,LowFat,LowFat,LowFat,LowFat,HighFatAdLibitum,HighFatAdLibitum,HighFatAdLibitum,HighFatAdLibitum
Date_Time_1,Expriments Times,DarkLight,EatRestrict,,,,,,,,
2022-03-20 10:58:25,2022-03-20 02:58:25,light,Eat,3.164741,2.25112,1.829881,2.782747,2.249547,1.828121,3.479026,3.527262
2022-03-20 11:03:25,2022-03-20 03:03:25,light,Eat,4.557943,3.71329,2.3705989999999995,5.369387999999999,3.569253,2.5849189999999997,5.945061999999999,5.505521999999999
2022-03-20 11:08:25,2022-03-20 03:08:25,light,Eat,4.517826,2.305713999999999,1.905718,3.8463150000000006,3.403287999999999,2.8849050000000007,4.9813220000000005,3.616456000000001
2022-03-20 11:13:25,2022-03-20 03:13:25,light,Eat,3.764509999999998,1.3524070000000012,2.070279,3.80213,2.406362000000001,1.40062,3.656649999999999,2.43163
2022-03-20 11:18:25,2022-03-20 03:18:25,light,Eat,3.076830000000001,0.3392189999999999,1.319144999999999,2.372589999999999,2.1729499999999984,1.7869349999999995,3.348980000000001,1.2349800000000002
2022-03-20 11:23:25,2022-03-20 03:23:25,light,Eat,4.028380000000002,1.8888,1.403548000000001,1.7039800000000014,2.29021,1.40531,2.697330000000001,0.2686600000000005
2022-03-20 11:28:25,2022-03-20 03:28:25,light,Eat,2.859819999999999,0.9850399999999996,0.3108699999999995,1.905660000000001,1.9921000000000009,1.54129,2.2319700000000005,0.0711899999999978
2022-03-20 11:33:25,2022-03-20 03:33:25,light,Eat,1.1153399999999998,0.8275000000000006,0.9102800000000002,2.668199999999999,2.48761,1.1924499999999991,2.5168699999999973,0.3928100000000007
2022-03-20 11:38:25,2022-03-20 03:38:25,light,Eat,1.3735299999999988,0.8854100000000003,0.7809500000000007,1.557549999999999,0.9594999999999984,0.8782399999999999,1.6025900000000028,0.0622599999999984
2022-03-20 11:43:25,2022-03-20 03:43:25,light,Eat,3.161260000000002,0.8503399999999992,1.1274800000000005,0.8239599999999996,0.1077100000000008,0.4496100000000016,1.350909999999999,0.0204400000000006
2022-03-20 11:48:25,2022-03-20 03:48:25,light,Eat,1.0418100000000017,0.1644900000000007,0.7963100000000001,1.3146100000000018,0.0150500000000022,0.4180600000000005,2.16386,0.0
2022-03-20 11:53:25,2022-03-20 03:53:25,light,Eat,0.8669599999999988,0.3285400000000003,0.102689999999999,0.9859599999999986,0.7536899999999989,1.2828599999999994,2.675539999999998,0.0
2022-03-20 11:58:25,2022-03-20 03:58:25,light,Eat,0.3023600000000002,0.3210599999999992,0.0033899999999995,0.0147100000000008,0.2827899999999985,0.9694699999999976,1.1536400000000029,0.0
2022-03-20 12:03:25,2022-03-20 04:03:25,light,Eat,1.486309999999996,0.066279999999999,0.0,0.1415499999999987,0.0078600000000008,0.590480000000003,0.2403800000000018,0.0
2022-03-20 12:08:25,2022-03-20 04:08:25,light,Eat,1.9896600000000009,0.0267200000000009,0.0,0.1227599999999995,0.0037500000000001,0.1931599999999989,0.200809999999997,0.0
2022-03-20 12:13:25,2022-03-20 04:13:25,light,Eat,0.325090000000003,0.0,0.0221600000000012,0.0,0.0105800000000009,0.0642600000000008,2.0793699999999973,0.0
2022-03-20 12:18:25,2022-03-20 04:18:25,light,Eat,0.0,0.0,0.0231499999999993,0.0,0.0100300000000004,0.1764699999999983,1.286350000000006,0.0
2022-03-20 12:23:25,2022-03-20 04:23:25,light,Eat,0.0,0.022829999999999,0.0,0.0,0.0,0.0348100000000002,0.0249899999999954,0.1603799999999999
2022-03-20 12:28:25,2022-03-20 04:28:25,light,Eat,0.0,0.2223199999999998,0.0,0.0,0.0,0.01567,0.0006899999999987,1.106110000000001
2022-03-20 12:33:25,2022-03-20 04:33:25,light,Eat,0.0,1.4564200000000014,0.0,0.0,0.0,0.0071499999999993,0.0,1.3245199999999997
2022-03-20 12:38:25,2022-03-20 04:38:25,light,Eat,0.0,1.33746,0.0,0.0239100000000007,0.1989099999999979,0.0556300000000007,0.0,1.049949999999999
2022-03-20 12:43:25,2022-03-20 04:43:25,light,Eat,0.0,0.5327699999999993,0.0,0.0642800000000001,0.2594899999999995,0.4359199999999994,0.0,0.036920000000002
2022-03-20 12:48:25,2022-03-20 04:48:25,light,Eat,0.0,0.0318199999999997,0.0,0.679470000000002,0.0,1.0093200000000024,0.0,0.0
2022-03-20 12:53:25,2022-03-20 04:53:25,light,Eat,0.0,0.0430799999999997,0.0372699999999994,2.2960299999999982,0.0105400000000024,0.0273399999999988,0.0,0.0
2022-03-20 12:58:25,2022-03-20 04:58:25,light,Eat,0.0,0.0,0.7517200000000006,0.7581500000000005,0.0094599999999971,0.0,0.0,0.0
2022-03-20 13:03:25,2022-03-20 05:03:25,light,Eat,0.0,0.0,1.4678799999999992,0.0951599999999999,0.0,0.0176599999999993,0.0,0.0
2022-03-20 13:08:25,2022-03-20 05:08:25,light,Eat,0.0,0.0093600000000009,0.8201,0.0091999999999998,0.0,0.0425499999999985,0.0,0.0
2022-03-20 13:13:25,2022-03-20 05:13:25,light,Eat,0.0,0.0634300000000003,0.0142200000000016,0.0,0.131770000000003,0.0220400000000005,0.0017100000000027,0.0
2022-03-20 13:18:25,2022-03-20 05:18:25,light,Eat,0.0505799999999965,0.8035999999999994,0.0335099999999997,0.0,0.4592899999999993,0.0427099999999995,0.0108000000000032,0.0
