subjectsID,,,,1,2,3,4,5,6,7,8
Group,,,,LowFat,LowFat,LowFat,LowFat,HighFatAdLibitum,HighFatAdLibitum,HighFatAdLibitum,HighFatAdLibitum
Date_Time_1,Expriments Times,DarkLight,EatRestrict,,,,,,,,
2022-03-20 10:58:25,2022-03-20 02:58:25,light,Eat,2.779112,2.191194,1.939285,2.408452,2.534151,2.533229,1.607127,2.933505
2022-03-20 11:03:25,2022-03-20 03:03:25,light,Eat,2.857413,2.443335,1.988641,2.602566,2.709001,2.581178,1.568176,3.07842
2022-03-20 11:08:25,2022-03-20 03:08:25,light,Eat,2.864597,2.354096,2.146481,2.485111,2.896554,2.834949,1.820005,2.829489
2022-03-20 11:13:25,2022-03-20 03:13:25,light,Eat,2.91281,2.174664,2.273273,2.461732,2.399725,2.661254,1.859171,2.707695
2022-03-20 11:18:25,2022-03-20 03:18:25,light,Eat,2.791269,2.169188,2.334605,2.296738,2.933935,2.822861,1.815515,2.609901
2022-03-20 11:23:25,2022-03-20 03:23:25,light,Eat,3.189041,2.356202,2.400572,2.486481,2.644154,2.620869,1.837252,2.442477
2022-03-20 11:28:25,2022-03-20 03:28:25,light,Eat,3.03997,2.155598,1.850344,2.283255,2.804611,2.424901,2.104589,2.432427
2022-03-20 11:33:25,2022-03-20 03:33:25,light,Eat,2.519274,2.074069,1.828842,2.424635,2.912688,2.769849,2.113674,2.467186
2022-03-20 11:38:25,2022-03-20 03:38:25,light,Eat,2.524044,2.30845,1.901487,2.321256,2.369069,2.667023,2.047162,2.323146
2022-03-20 11:43:25,2022-03-20 03:43:25,light,Eat,2.581419,2.042121,2.084099,2.093316,2.276024,2.206214,2.098195,2.041589
2022-03-20 11:48:25,2022-03-20 03:48:25,light,Eat,2.521577,1.955361,1.887694,2.355136,2.747673,2.311821,1.686498,1.942754
2022-03-20 11:53:25,2022-03-20 03:53:25,light,Eat,2.286213,2.164521,1.929032,2.09357,2.66982,3.115471,1.761908,1.828945
2022-03-20 11:58:25,2022-03-20 03:58:25,light,Eat,2.272424,2.243886,2.090473,2.003339,2.787297,2.603823,1.413937,1.923927
2022-03-20 12:03:25,2022-03-20 04:03:25,light,Eat,2.384864,2.198399,1.714944,2.200038,2.153384,2.45841,1.546528,2.126101
2022-03-20 12:08:25,2022-03-20 04:08:25,light,Eat,2.308484,2.030654,1.313142,2.086745,2.190641,2.186785,1.313281,2.252654
2022-03-20 12:13:25,2022-03-20 04:13:25,light,Eat,2.365274,1.960164,1.759202,1.85429,1.990697,2.08089,1.281443,2.27919
2022-03-20 12:18:25,2022-03-20 04:18:25,light,Eat,2.391011,1.908607,1.743263,1.530699,2.204062,2.174761,1.373747,2.153829
2022-03-20 12:23:25,2022-03-20 04:23:25,light,Eat,2.066077,1.925198,1.451283,1.66524,1.9824,2.312609,1.32358,2.338314
2022-03-20 12:28:25,2022-03-20 04:28:25,light,Eat,2.034414,2.297348,1.567835,1.709124,1.986541,2.246444,1.150127,2.735681
2022-03-20 12:33:25,2022-03-20 04:33:25,light,Eat,1.997512,2.668863,1.412308,1.699836,1.995603,2.254067,1.749575,2.517119
2022-03-20 12:38:25,2022-03-20 04:38:25,light,Eat,1.800011,2.229341,1.400066,1.489842,2.169455,2.10572,1.454118,2.443213
2022-03-20 12:43:25,2022-03-20 04:43:25,light,Eat,1.645611,2.070157,1.38364,2.113825,2.182168,2.421265,1.43941,1.902826
2022-03-20 12:48:25,2022-03-20 04:48:25,light,Eat,1.718948,1.999348,1.464979,2.389907,2.097347,2.619193,1.320438,1.687619
2022-03-20 12:53:25,2022-03-20 04:53:25,light,Eat,1.775689,1.928641,1.680339,2.3122,1.950012,2.057678,1.205144,2.104242
2022-03-20 12:58:25,2022-03-20 04:58:25,light,Eat,1.748952,1.643437,2.218853,2.099946,1.767884,2.066036,1.305144,2.208279
2022-03-20 13:03:25,2022-03-20 05:03:25,light,Eat,1.754028,1.610838,2.070487,1.876099,1.932854,2.102442,1.173054,2.027565
2022-03-20 13:08:25,2022-03-20 05:08:25,light,Eat,1.774977,1.740955,1.960558,1.673559,1.836256,2.321007,1.107924,2.104304
2022-03-20 13:13:25,2022-03-20 05:13:25,light,Eat,1.785995,2.235007,1.623925,1.797296,1.609411,2.422962,1.265331,2.171573
2022-03-20 13:18:25,2022-03-20 05:18:25,light,Eat,1.792616,2.100827,1.418875,1.809844,2.437568,2.041379,1.351497,2.141373
2022-03-20 13:23:25,2022-03-20 05:23:25,light,Eat,2.517467,1.697656,1.308836,1.736463,2.067547,2.142463,1.047701,2.204514
2022-03-20 13:28:25,2022-03-20 05:28:25,light,Eat,2.828595,1.601319,1.3098,1.847745,1.385003,2.330487,1.267797,1.950873
2022-03-20 13:33:25,2022-03-20 05:33:25,light,Eat,2.743527,1.997311,1.350473,1.596866,1.782292,2.315918,1.371063,1.582855
2022-03-20 13:38:25,2022-03-20 05:38:25,light,Eat,2.756939,1.610432,1.335725,1.708363,2.400209,2.92327,1.356053,1.717991
2022-03-20 13:43:25,2022-03-20 05:43:25,light,Eat,2.5676,1.823261,1.333679,1.729332,2.18828,2.71668,1.742227,1.996287
2022-03-20 13:48:25,2022-03-20 05:48:25,light,Eat,2.279031,1.734938,1.473792,1.860339,1.932037,2.443869,1.222929,2.295824
2022-03-20 13:53:25,2022-03-20 05:53:25,light,Eat,2.251302,1.791615,1.509514,1.782605,1.835248,2.062936,1.327165,2.127231
2022-03-20 13:58:25,2022-03-20 05:58:25,light,Eat,2.305315,2.017255,1.545934,2.023467,1.689881,2.226874,1.450104,2.143764
