Date_Time_1,envirolightlux_2,envirotemp_2,envirorh_2,envirooccupancy_2,envirosound_2,vo2_1,vo2_2,vo2_3,vo2_4,vo2_5,vo2_6,vo2_7,vo2_8,vo2_9,vo2_10,vo2_11,vo2_12,vo2_13,vo2_14,vo2_15,vco2_1,vco2_2,vco2_3,vco2_4,vco2_5,vco2_6,vco2_7,vco2_8,vco2_9,vco2_10,vco2_11,vco2_12,vco2_13,vco2_14,vco2_15,vh2o_1,vh2o_2,vh2o_3,vh2o_4,vh2o_5,vh2o_6,vh2o_7,vh2o_8,vh2o_9,vh2o_10,vh2o_11,vh2o_12,vh2o_13,vh2o_14,vh2o_15,kcal_hr_1,kcal_hr_2,kcal_hr_3,kcal_hr_4,kcal_hr_5,kcal_hr_6,kcal_hr_7,kcal_hr_8,kcal_hr_9,kcal_hr_10,kcal_hr_11,kcal_hr_12,kcal_hr_13,kcal_hr_14,kcal_hr_15,rq_1,rq_2,rq_3,rq_4,rq_5,rq_6,rq_7,rq_8,rq_9,rq_10,rq_11,rq_12,rq_13,rq_14,rq_15,foodupa_1,foodupa_2,foodupa_3,foodupa_4,foodupa_5,foodupa_6,foodupa_7,foodupa_8,foodupa_9,foodupa_10,foodupa_11,foodupa_12,foodupa_13,foodupa_14,foodupa_15,waterupa_1,waterupa_2,waterupa_3,waterupa_4,waterupa_5,waterupa_6,waterupa_7,waterupa_8,waterupa_9,waterupa_10,waterupa_11,waterupa_12,waterupa_13,waterupa_14,waterupa_15,xbreak_1,xbreak_2,xbreak_3,xbreak_4,xbreak_5,xbreak_6,xbreak_7,xbreak_8,xbreak_9,xbreak_10,xbreak_11,xbreak_12,xbreak_13,xbreak_14,xbreak_15,ybreak_1,ybreak_2,ybreak_3,ybreak_4,ybreak_5,ybreak_6,ybreak_7,ybreak_8,ybreak_9,ybreak_10,ybreak_11,ybreak_12,ybreak_13,ybreak_14,ybreak_15,pedmeters_1,pedmeters_2,pedmeters_3,pedmeters_4,pedmeters_5,pedmeters_6,pedmeters_7,pedmeters_8,pedmeters_9,pedmeters_10,pedmeters_11,pedmeters_12,pedmeters_13,pedmeters_14,pedmeters_15,allmeters_1,allmeters_2,allmeters_3,allmeters_4,allmeters_5,allmeters_6,allmeters_7,allmeters_8,allmeters_9,allmeters_10,allmeters_11,allmeters_12,allmeters_13,allmeters_14,allmeters_15
03/07/2022 01:50:00,0,0,0,0,0,1.818838,1.763018,1.778109,1.488624,1.624887,1.394638,1.348961,1.441282,1.576489,1.674079,1.748754,1.622341,1.54542,1.677279,1.64322,1.603441,1.55315,1.62332,1.394179,1.460205,1.202282,1.194552,1.282744,1.390582,1.605536,1.716554,1.540556,1.411323,1.48719,1.574153,0.1447693,0.1629604,0.1536456,0.1363963,0.1549018,0.1077402,0.1259098,0.1694241,0.1573664,0.1469612,0.1468252,0.1684049,0.1619733,0.1959673,0.1908007,0.5364867,0.5199503,0.5281752,0.4445178,0.4811199,0.4095595,0.3982458,0.4259284,0.4650557,0.5023962,0.5274209,0.4858501,0.4590853,0.4952994,0.4930165,0.8815609,0.8817259,0.9132392,0.9365042,0.8959652,0.8611941,0.8834205,0.8902864,0.8833033,0.9592996,0.9812917,0.9500082,0.9125913,0.8821202,0.9579865,1.810147,1.47837,2.377916,2.139367,2.088726,1.434367,3.093244,1.528675,1.808465,2.210716,1.283644,2.276837,2.158381,1.884015,2.19286,0.5046489,0.6837344,1.660303,1.352091,1.461801,0.4927055,1.792216,0.9754939,1.356289,0.627276,0.7291062,1.312897,0.7816464,1.15057,0.9170681,718,1307,2003,693,932,145,614,365,452,1975,2186,1399,785,1212,1579,979,1690,1967,450,1078,191,410,613,542,2185,2466,1420,847,1214,1739,91.30688,139.4163,148.7264,115.6881,56.99914,113.0177,76.25994,81.01546,166.3942,113.4782,121.5822,208.9038,216.2483,149.0167,145.2926,117.2418,168.6803,182.5438,142.884,80.03815,148.2281,103.1788,100.4875,197.8303,141.537,153.8333,251.3914,260.1201,183.1548,181.3112
03/07/2022 02:50:00,0,0,0,0,0,1.880235,1.369704,1.29971,1.675276,1.462576,1.41074,1.45795,1.689503,1.662471,1.348885,1.388944,1.516292,1.433187,1.665396,1.47432,1.621862,1.190718,1.12786,1.552321,1.316085,1.190972,1.284841,1.482965,1.495459,1.319774,1.340946,1.39504,1.23359,1.432707,1.356493,0.1844843,0.1311066,0.1434618,0.1401283,0.1513836,0.08621173,0.1090752,0.1908778,0.1624955,0.1448743,0.1588354,0.1420919,0.1194337,0.1653073,0.1649307,0.5522271,0.4028963,0.3821743,0.4991477,0.4331761,0.4126166,0.430009,0.4979094,0.4923464,0.4065376,0.4174149,0.4511172,0.4207523,0.4888741,0.4386347,0.8649341,0.8672702,0.866059,0.9262631,0.8995621,0.8414394,0.8786709,0.8775246,0.896305,0.9774529,0.963868,0.9197956,0.8611231,0.8572894,0.9201154,2.269761,1.668002,2.49598,2.278719,2.337168,1.43606,3.112264,1.925592,2.017818,2.456569,1.358281,2.371674,2.158381,1.891223,2.32005,1.035798,0.7360308,1.778321,1.356216,1.559687,0.4949121,1.798335,0.9754939,1.413376,0.6450171,0.7294914,1.333058,0.7816464,1.199157,0.9285719,1715,425,322,1825,410,659,652,1066,622,607,1006,494,163,623,409,2093,415,378,1293,446,942,465,1441,740,573,964,476,218,686,658,110.7699,154.0297,161.803,126.9825,64.78247,114.5224,76.88125,95.7758,176.1543,130.8353,142.6512,213.6482,217.1885,153.7055,156.8655,141.1442,186.7534,200.0169,156.4366,90.96651,150.7238,105.1159,118.5102,210.0128,163.4534,180.4775,258.5331,262.1147,190.093,195.4852
03/07/2022 03:50:00,0,0,0,0,0,1.484059,1.232218,1.538942,1.613954,1.47637,1.333465,1.545962,1.244755,1.502492,1.459882,1.472202,1.491381,2.067216,1.816603,1.509428,1.307246,1.022934,1.378917,1.483475,1.373817,1.140216,1.395514,1.121331,1.332181,1.411317,1.431676,1.389394,1.799425,1.641543,1.412339,0.1516348,0.08696724,0.1105653,0.1679307,0.1168311,0.0815025,0.1198079,0.1589575,0.1325289,0.1108572,0.1212254,0.1196743,0.1237498,0.1674182,0.1401568,0.4376695,0.3592521,0.4554033,0.4800791,0.4402691,0.3909759,0.4581645,0.3687463,0.4436827,0.4388588,0.4431228,0.4448521,0.6082237,0.5384867,0.4506421,0.8794404,0.8306797,0.8929986,0.9197893,0.9290969,0.8536839,0.9007149,0.90105,0.8843814,0.96626,0.9723296,0.930864,0.8704641,0.8990628,0.935818,2.435843,1.673423,2.61587,2.477413,2.432279,1.44062,3.538844,1.980325,2.098772,2.566983,1.381817,2.576921,2.269714,2.045837,2.467142,1.215602,0.7423693,1.853033,1.422124,1.604076,0.500762,2.084185,0.9754939,1.452666,0.7123591,0.7393794,1.523658,0.8369473,1.463394,1.029879,781,151,896,2136,372,308,1202,44,375,625,455,536,1296,1042,351,982,201,850,2007,578,465,702,113,478,617,511,571,1836,1213,597,127.9585,155.0341,164.029,154.4133,65.93398,122.9216,85.2821,101.1334,178.7993,133.8408,144.6194,217.3399,226.9101,162.6693,163.8373,163.1794,188.5393,203.5175,189.4709,92.91105,162.8654,117.6417,125.7679,213.9292,168.2341,183.8665,264.8771,275.3913,202.1427,204.7965
03/07/2022 04:50:00,0,0,0,0,0,1.376674,1.781791,1.369877,1.480221,1.683346,1.390578,1.259338,1.593936,1.639423,1.455735,1.56357,1.711732,1.757144,1.573571,1.843002,1.204684,1.536575,1.252285,1.337828,1.550892,1.149518,1.097758,1.432223,1.464028,1.409854,1.52117,1.618557,1.613981,1.406211,1.749557,0.1186923,0.09878957,0.1145635,0.1475931,0.1294558,0.07577176,0.1042505,0.1513264,0.1306668,0.1013121,0.1221748,0.1528723,0.1487668,0.1674629,0.1709324,0.4054712,0.5232894,0.4070227,0.4387914,0.5009612,0.4050982,0.3706303,0.4719444,0.4848109,0.437781,0.4706667,0.5121637,0.522598,0.4654029,0.5518968,0.8738406,0.8631663,0.9120485,0.9029437,0.9218168,0.8253015,0.8716348,0.8985286,0.8917133,0.9685289,0.9758171,0.9453084,0.9194019,0.8913904,0.9494447,2.464564,1.851948,2.823902,2.700536,2.902789,1.44062,3.599353,2.129369,2.240823,2.803314,1.697327,2.955197,2.575661,2.180514,2.788527,1.233858,0.9717677,2.143164,1.45567,1.834223,0.5010442,2.095826,0.9759884,1.614724,0.8106158,0.9086664,1.833934,1.175393,1.686933,1.347884,310,990,442,417,1278,397,85,862,617,577,1048,2161,1100,470,2619,338,1294,390,503,1483,625,35,1206,661,630,1146,2368,1427,432,2352,130.4691,164.9265,173.572,165.268,78.15009,124.0897,87.09944,105.9163,182.0544,138.9862,153.8991,230.6989,254.1877,172.0803,186.028,167.142,201.012,216.3587,204.1935,108.9979,164.8694,120.9974,132.2556,219.643,175.0457,197.2842,282.925,307.1608,215.2186,230.8553
03/07/2022 05:50:00,0,0,0,0,0,1.843607,1.348252,1.564701,1.482163,1.387013,1.310148,1.557416,1.43051,1.757481,1.877641,1.324462,1.520355,1.388081,1.652103,1.798642,1.651313,1.189379,1.418805,1.408179,1.282913,1.098765,1.394105,1.267507,1.557911,1.766248,1.315243,1.380895,1.21345,1.483092,1.707813,0.1558512,0.1076585,0.123784,0.1370216,0.1301619,0.08543361,0.1231709,0.1689517,0.1584064,0.1348058,0.1189086,0.1672063,0.1391926,0.1521672,0.1988229,0.5455204,0.3977349,0.4641411,0.443919,0.4131072,0.3827115,0.4607795,0.4223701,0.518957,0.5611953,0.4004618,0.4511392,0.4087503,0.4890743,0.5386374,0.8960842,0.88054,0.9047471,0.9486223,0.9230133,0.8377815,0.8955592,0.8862848,0.8873782,0.9416419,0.9933834,0.9080545,0.8749703,0.8960987,0.9514223,2.988011,2.040015,3.015174,2.776737,2.99065,1.44062,3.714893,2.372613,2.476179,2.958392,1.724827,3.022074,2.638373,2.180609,3.424902,1.601627,1.350106,2.405744,1.460518,1.834223,0.5056449,2.23399,0.9772939,1.940525,1.049218,0.9255055,1.900582,1.20319,1.797623,1.489416,1566,495,859,933,417,113,1009,538,1285,1564,272,771,53,459,2319,1798,581,858,808,482,192,779,826,1341,1618,259,704,117,498,2253,140.2995,174.7144,179.3389,166.9742,84.87103,130.9899,89.51669,122.267,196.5021,159.6656,156.993,245.5786,259.4229,173.6831,222.2374,180.6014,214.3417,224.17,207.421,118.4714,173.6267,125.0972,152.1135,238.0137,199.1072,202.0205,303.192,314.6686,218.194,271.9656
03/07/2022 06:50:00,0,0,0,0,0,1.602775,1.598227,1.446661,1.415741,1.29989,1.302687,1.273008,1.298167,1.752878,1.406377,1.594635,1.524469,1.982358,1.962499,1.730349,1.401594,1.396594,1.317894,1.297956,1.189052,1.099369,1.077232,1.15478,1.507192,1.323627,1.541875,1.402901,1.757097,1.843931,1.68313,0.1557695,0.09047698,0.1114237,0.1650248,0.1084068,0.06462732,0.1104185,0.143956,0.1536452,0.1157998,0.1231934,0.14392,0.1220568,0.166803,0.1998298,0.4720019,0.4705948,0.4295329,0.4208986,0.3862774,0.3809874,0.3725007,0.3835958,0.5145027,0.4203877,0.4793862,0.4535725,0.5853494,0.5864159,0.5208509,0.873343,0.8730645,0.912672,0.9159473,0.9152161,0.8437608,0.8457827,0.8893722,0.857033,0.9418595,0.9680654,0.9183829,0.8859121,0.9404764,0.973339,3.233548,2.139623,3.201353,2.969077,2.993429,1.498699,3.859987,2.372643,2.593825,2.964341,1.894718,3.298029,2.815552,2.884656,3.496364,1.933261,1.425492,2.553998,1.46601,1.834223,0.5056449,2.367039,0.9772939,1.999424,1.119848,1.009123,1.900582,1.232131,2.094314,1.505678,1233,916,379,941,128,332,179,218,1009,452,1370,630,1365,1338,2344,1189,942,387,757,106,576,88,310,1254,413,1372,528,1586,1545,2250,158.4395,179.6397,183.6429,179.3285,86.85207,133.3599,93.5624,124.3146,208.4876,169.435,167.2279,248.8862,267.1293,186.3066,258.4398,204.1965,221.1398,230.4086,223.5051,122.1461,177.4096,131.8018,155.3398,253.3043,211.6643,215.8054,309.8583,324.8384,234.483,313.2908
03/07/2022 07:50:00,0,0,0,0,0,1.486608,1.402319,1.6796,1.57614,1.630025,1.610292,1.735424,1.676653,1.858724,1.715825,1.500072,1.710842,2.172899,1.80842,1.868056,1.290646,1.182191,1.478117,1.477267,1.504577,1.399187,1.515313,1.523063,1.590412,1.578257,1.445834,1.584365,1.845875,1.630755,1.719548,0.08751978,0.04879127,0.08875474,0.1383384,0.08977704,0.02929156,0.08789352,0.119595,0.1231838,0.1008701,0.08887252,0.1096176,0.1093647,0.1478059,0.1725309,0.4371706,0.4100425,0.4952461,0.4707256,0.4852794,0.4736197,0.5109146,0.4975319,0.5450536,0.5104572,0.4506525,0.5096842,0.636296,0.5358359,0.5558298,0.8651912,0.8409526,0.8818558,0.9366157,0.9218,0.8679265,0.8709879,0.9086806,0.8564261,0.9203274,0.9661448,0.9254004,0.8494459,0.9024186,0.920146,3.287548,2.268574,3.466805,3.191837,3.206634,1.569923,4.052566,2.782132,2.783055,2.980638,1.991005,3.454428,3.02107,3.326026,3.54127,1.990099,1.520108,2.798663,1.562467,1.903755,0.5129505,2.499147,1.050075,2.179109,1.255667,1.073442,1.99828,1.358454,2.123902,1.512177,587,362,1911,1861,760,1019,1478,1424,1624,1563,1076,1634,1830,1540,2672,621,413,1830,2048,799,1296,1202,1796,1966,1642,1184,1789,2124,1729,2745,163.0799,186.836,195.5,190.6916,90.98173,139.9604,100.3078,133.7167,242.439,184.4613,175.8294,256.4772,298.7239,202.0987,300.2467,211.2938,231.188,246.1177,238.5955,128.6652,186.2316,140.8432,167.1664,291.0857,230.1565,227.4493,320.9521,360.6017,255.0141,360.4467
03/07/2022 08:50:00,0,0,0,0,0,1.480721,1.516803,1.27078,1.300441,1.486028,1.561676,1.443543,1.386118,1.516699,1.410554,1.446595,1.532928,1.920761,1.711404,1.712536,1.227263,1.284579,1.081244,1.131429,1.320753,1.286369,1.203081,1.20416,1.238547,1.245776,1.381098,1.367076,1.553132,1.421154,1.374798,0.1269444,0.08458833,0.1231005,0.1604117,0.1192268,0.07019205,0.1234999,0.1536967,0.1467434,0.1184443,0.1145649,0.1603408,0.1552519,0.1842466,0.1885,0.4315725,0.4439079,0.3722399,0.3825838,0.4390312,0.4546373,0.4211766,0.4076695,0.4408286,0.4162093,0.4337116,0.4531952,0.557249,0.4989865,0.4961779,0.8214524,0.844269,0.8479733,0.868981,0.8883184,0.823263,0.8281549,0.8671143,0.8133411,0.8792553,0.9530694,0.8901157,0.8067819,0.8261698,0.8012363,3.487909,2.406106,3.509156,3.247911,3.267405,1.662797,4.244282,2.874424,2.908513,2.995141,2.196922,3.584127,3.153489,3.414063,3.570347,2.164602,1.533177,2.829604,1.58013,1.952297,0.5409484,2.592337,1.112456,2.239285,1.330536,1.227491,2.094651,1.43543,2.1313,1.513208,620,1154,483,204,564,978,623,94,1173,582,857,1221,1975,1388,2158,668,1220,408,206,592,1184,486,284,1303,757,852,1220,2178,1445,2054,175.0382,195.3583,205.849,201.3956,95.10833,158.1187,114.6822,147.1051,269.1798,199.3637,189.1079,273.562,331.419,224.5457,344.4438,226.4002,242.923,261.4008,253.2656,134.898,208.8476,159.1277,183.8911,322.515,249.0961,245.62,343.9947,398.759,282.8845,410.082
03/07/2022 09:50:00,0,0,0,0,0,1.297624,1.176072,1.328246,1.290674,1.248449,1.310521,1.191813,1.424695,1.425014,1.297747,1.23598,1.343719,1.352016,1.408447,1.389719,0.9908313,0.8839027,1.111511,1.078433,1.058247,1.010255,0.9088963,1.206206,1.08805,1.101167,1.141072,1.070709,1.025061,1.068885,1.032066,0.129651,0.09706203,0.1395745,0.1626354,0.1314523,0.09145871,0.1073311,0.1749515,0.1376174,0.1165944,0.1158726,0.163277,0.1497692,0.1757499,0.1760129,0.3725878,0.3367497,0.387837,0.3767576,0.3654335,0.3769263,0.3421304,0.4169273,0.4091619,0.3799387,0.3679813,0.388788,0.3877208,0.4039725,0.3971009,0.7630942,0.7509683,0.8356933,0.834006,0.8466418,0.7699151,0.7626116,0.8457468,0.7615981,0.849219,0.923869,0.7978459,0.7589319,0.7583023,0.742125,3.488645,2.411478,3.596029,3.247911,3.267405,1.685384,4.247434,2.874424,2.921104,2.995141,2.229603,3.605808,3.165683,3.414281,3.570347,2.176118,1.536032,2.832147,1.58013,1.955864,0.5494075,2.592554,1.112456,2.239594,1.333027,1.227579,2.098823,1.435853,2.132654,1.513208,166,47,286,330,82,162,81,467,434,193,101,94,67,229,62,133,30,310,276,78,166,25,840,335,201,50,92,117,210,58,175.7352,200.3065,206.641,202.2599,98.14394,163.3349,115.2957,152.5755,272.8459,201.3911,190.6087,277.1115,340.7042,228.0258,355.0043,228.1441,249.9459,263.3581,255.1335,139.8047,216.5451,160.3357,191.3919,327.6237,252.4673,248.1706,349.2289,411.0814,288.0882,423.489
03/07/2022 10:50:00,0,0,0,0,0,1.517898,1.391273,1.210602,1.338974,1.322297,1.608432,1.556869,1.336573,1.50132,1.406556,1.237889,1.523457,1.354923,1.47093,1.465583,1.126788,1.138805,1.031905,1.056213,1.092277,1.347795,1.302704,1.090629,1.175935,1.138598,1.098119,1.234137,1.039149,1.140651,1.099218,0.1479798,0.115413,0.156367,0.1699733,0.1394345,0.1156635,0.1383424,0.1827101,0.1795418,0.1461299,0.1316058,0.1601182,0.1442422,0.179007,0.1667723,0.4336958,0.4045514,0.3547362,0.386704,0.3851537,0.4697696,0.4545846,0.3884201,0.4330372,0.4081515,0.3655825,0.4421339,0.3893432,0.4235097,0.4194959,0.7408276,0.8185956,0.8524239,0.7840556,0.8246223,0.8378282,0.8330061,0.8146175,0.7827607,0.8062728,0.8877246,0.8072878,0.7681003,0.7756131,0.749695,3.504357,2.500034,3.667507,3.247911,3.269134,1.685384,4.311357,2.874424,2.994422,2.999094,2.229603,3.628638,3.165683,3.419574,3.570347,2.176118,1.538085,2.970472,1.58013,1.955864,1.029472,2.674847,1.112456,2.288601,1.333108,1.227579,2.115196,1.435853,2.238724,1.513208,815,784,51,208,158,1338,1305,222,1267,586,261,766,34,170,791,940,845,44,118,168,1704,1126,369,1438,602,218,814,55,193,902,177.5093,204.204,207.261,202.961,98.18448,169.573,119.3182,154.5854,288.361,206.8887,190.6595,279.1011,340.7645,229.3522,356.1801,231.035,255.3449,264.9314,256.8863,140.2489,225.4549,166.1413,195.0667,346.7046,259.9395,248.8899,352.2932,411.6767,291.0705,425.7369
03/07/2022 11:50:00,0,0,0,0,0,1.463429,1.165716,1.25019,1.329629,1.689761,1.348185,1.306401,1.580485,1.281464,1.305748,1.422709,1.434487,1.338805,1.38659,1.467263,1.0528,0.8910664,0.9843447,0.9979835,1.465868,1.057168,1.050649,1.320273,0.975826,0.9938157,1.27135,1.228817,1.014763,1.141744,1.066331,0.2098771,0.139174,0.190313,0.1913044,0.1885099,0.1478157,0.1611124,0.2146995,0.1765902,0.1612034,0.1772641,0.2047865,0.165149,0.1949233,0.197011,0.4159063,0.3347763,0.360941,0.3806302,0.4968358,0.3889455,0.3786327,0.4613347,0.3677709,0.3747068,0.4207805,0.420743,0.3839136,0.4036391,0.4177107,0.7170277,0.7644674,0.7836729,0.7499685,0.8680921,0.7824893,0.8012131,0.8342851,0.760622,0.7602449,0.8944806,0.8576592,0.7589256,0.824378,0.7265632,3.591719,2.551151,3.667507,3.247911,3.544465,1.689899,4.416778,2.94107,3.031979,3.008623,2.364947,3.700221,3.165683,3.419803,3.570347,2.178474,1.540732,2.970472,1.58013,1.955864,1.296843,2.838269,1.151567,2.288602,1.337641,1.283273,2.198224,1.435853,2.239655,1.513208,876,32,303,214,1252,181,324,1190,38,260,772,447,122,187,264,915,18,359,157,1398,190,140,1664,20,401,905,470,157,195,219,188.9412,208.7038,207.7363,203.371,108.6446,179.5554,129.429,161.8567,292.2432,208.1724,196.6824,288.2943,340.7762,230.1622,362.256,247.3091,261.3738,266.8047,258.042,153.8848,238.9693,179.6363,204.7356,351.5807,262.0262,257.8576,364.8204,412.0863,292.7826,435.4004
03/07/2022 12:50:00,0,0,0,0,0,1.252271,1.185267,1.383246,1.523474,1.281471,1.384372,1.538759,1.230653,1.510524,1.498025,1.199487,1.27693,1.709368,1.350871,1.222981,0.8473809,0.875411,1.070034,1.235674,1.083602,1.064436,1.252909,0.9871024,1.16549,1.275133,1.048087,0.9964768,1.256277,1.085697,0.8955768,0.2047599,0.1460379,0.2070549,0.2104722,0.2076979,0.1491027,0.1777567,0.221695,0.1906791,0.2093241,0.1967459,0.198485,0.2085108,0.2028343,0.1878926,0.3523441,0.3383604,0.3980898,0.4422399,0.3749245,0.3979846,0.4469979,0.3565044,0.4345203,0.4388408,0.3531819,0.3680692,0.4875637,0.3914738,0.3486166,0.6772959,0.7387444,0.7670323,0.810755,0.8453013,0.7665346,0.8100615,0.8021168,0.7704136,0.8550966,0.8720515,0.781095,0.7340328,0.803878,0.7323253,3.594102,2.551151,3.720501,3.392156,3.634702,1.690027,4.509596,3.002321,3.064782,3.248828,2.398197,3.700221,3.184739,3.419803,3.570347,2.178919,1.540732,2.985899,1.58013,1.955864,1.29879,2.927902,1.232603,2.313884,1.386511,1.302743,2.198224,1.518909,2.255271,1.513208,50,171,549,639,37,567,824,67,996,1113,52,122,1099,75,48,47,110,448,749,26,757,628,58,714,1319,84,179,1471,62,76,189.9507,208.7038,208.3534,208.5096,113.691,180.6494,131.5796,170.8036,293.6646,220.5526,198.5325,288.6394,352.2588,230.2924,362.3324,249.2979,261.6588,268.5043,265.6157,161.0437,240.9544,182.94,216.1447,354.4609,277.7452,260.7727,365.9328,426.519,293.4197,436.0598
03/07/2022 13:50:00,0,0,0,0,0,1.529166,1.365127,1.395979,1.218347,1.556707,1.273918,1.358727,1.561536,1.4196,1.239566,1.510923,1.492185,1.322502,1.756813,1.467058,1.096219,1.02576,1.160723,0.9376913,1.348363,0.981674,1.104621,1.335104,1.056961,1.018584,1.34578,1.270905,0.9865674,1.457098,1.128638,0.1822859,0.1235451,0.2173102,0.1770661,0.1828538,0.1244354,0.1585969,0.2104168,0.1857707,0.1907043,0.1874302,0.1885525,0.1787129,0.1963401,0.170196,0.4343317,0.3908674,0.4071188,0.3503155,0.4575762,0.3663746,0.3945874,0.4578382,0.4058184,0.3607011,0.4465788,0.4371793,0.3781876,0.5121092,0.421797,0.7101085,0.743719,0.8330844,0.7698882,0.8629241,0.7714339,0.8112735,0.854333,0.7459434,0.8202716,0.8927484,0.8510296,0.7458951,0.8288143,0.7691381,3.680766,2.596422,3.999638,3.404063,3.797897,1.697201,4.710442,3.129846,3.134959,3.339359,2.554021,3.784865,3.190958,3.423061,3.574721,2.181516,1.540732,3.249202,1.58013,2.063025,1.307705,3.04167,1.377592,2.424039,1.386605,1.391305,2.291527,1.543609,2.441871,1.513208,1006,747,1016,33,929,297,57,1453,436,31,1039,942,49,1526,1168,1180,879,1003,25,1120,345,0,1504,371,57,1170,1004,144,1555,1172,192.6887,210.8084,218.1306,210.2641,117.1966,187.16,136.7717,179.1543,302.5268,224.093,203.0664,293.7972,356.9265,237.4834,364.6812,253.2481,264.8432,282.3044,268.1259,166.0565,250.575,190.1701,226.9521,366.3339,282.9535,268.0366,373.6501,432.6575,303.828,439.8831
03/07/2022 14:50:00,0,0,0,0,0,1.353598,1.220173,1.200628,1.380767,1.335243,1.386856,1.215947,1.339237,1.362972,1.45829,1.192015,1.226185,1.351796,1.488942,1.494062,1.012473,0.9828696,0.9807135,1.044019,1.165235,1.06935,0.9620917,1.088679,1.000774,1.176692,1.092005,1.019105,1.016817,1.126073,1.149492,0.1366131,0.07879067,0.1453754,0.1167696,0.1288724,0.06353743,0.09647989,0.1564486,0.1056434,0.1278915,0.1275844,0.1196794,0.1018477,0.1390429,0.1215189,0.3872596,0.3537453,0.3489806,0.3957772,0.3930565,0.3988982,0.3513673,0.3889208,0.3886998,0.4229126,0.3543294,0.3575715,0.3871216,0.4268015,0.4295661,0.7458953,0.8047841,0.8167774,0.7558976,0.8705601,0.7686101,0.7912762,0.8129755,0.7324048,0.8066643,0.9172384,0.8305217,0.7522371,0.7554306,0.768737,3.780087,2.720827,4.000765,3.404063,3.942053,1.722459,4.710442,3.17167,3.134959,3.377428,2.642525,3.817623,3.190958,3.424792,3.612114,2.23017,1.540732,3.269604,1.58013,2.201348,1.332619,3.04167,1.455594,2.424039,1.386605,1.47297,2.337714,1.543609,2.539696,1.513208,291,259,138,301,59,490,12,104,138,891,49,74,126,202,614,149,141,107,212,44,724,0,56,83,1110,44,69,126,234,652,199.9742,220.894,219.4915,210.7277,122.296,188.3782,136.7717,185.4386,302.8932,226.1264,207.3391,296.8943,356.9633,243.1949,375.2894,264.318,277.3477,284.702,269.4662,173.5306,252.927,190.21,235.9742,367.0742,286.5711,274.2212,378.2701,433.2713,312.9505,455.6818
03/07/2022 15:50:00,0,0,0,0,0,1.258294,1.087797,1.45711,1.278196,1.34964,1.368266,1.578496,1.394133,1.367689,1.254479,1.207238,1.288574,1.554963,1.400203,1.374941,0.9153039,0.8373284,1.253888,0.963352,1.180367,1.157216,1.347111,1.220885,1.086596,1.009229,1.039571,1.027007,1.204729,1.090391,1.046301,0.1119133,0.06907599,0.15508,0.1101379,0.123949,0.07924769,0.1262374,0.1576403,0.1052588,0.1280587,0.1169757,0.103305,0.1127057,0.1214454,0.106856,0.3582757,0.3127857,0.4277562,0.3661703,0.3974651,0.4003332,0.4626454,0.4106747,0.3955102,0.3636066,0.3544494,0.3728484,0.4476323,0.4034503,0.3945511,0.7277565,0.7698616,0.858439,0.7541968,0.8727348,0.845549,0.852892,0.8735131,0.793327,0.8053063,0.8597007,0.7977405,0.7752444,0.7776105,0.7603685,3.780087,2.720827,4.547183,3.404063,4.04028,1.881642,4.940129,3.178726,3.705257,3.445363,2.642525,3.817623,3.241627,3.424792,3.612114,2.2546,1.540732,3.347357,1.58013,2.201348,1.620116,3.120235,1.455594,2.430913,1.386605,1.47297,2.337714,1.543609,2.540152,1.513208,67,48,859,122,321,674,602,586,304,86,120,160,672,136,182,27,32,1050,192,276,837,558,698,316,80,118,194,953,190,207,200.0169,221.176,222.9123,211.4448,124.0885,197.449,143.1261,189.1333,303.5039,232.4023,207.3485,297.0399,363.5231,243.1949,376.0457,264.9877,277.9559,290.3186,271.1778,176.397,266.0352,197.6933,241.9363,369.1199,295.3275,274.8698,379.1232,442.2696,313.7327,457.4572
